,Place of Interest,Type of Place,Place Address,DISTANCIA,BiciMad Station,Station location
34414,Unidad móvil Madroño,Sedes.Centros de atención médica,PASEO REY 36 Junto al albergue de San Isidro,529.6691705362688,Paseo de la Florida,Paseo de la Florida nº 8
